"time","B101","B103","B104","B107","B108","B109","B110","B111","B114","B115","B116","B117","B118","B119","B123","B124","B126","B129","B130","B131","B132","B135","B136","B138","B139","B141","B144","B145","B146","B147","B148","B149","B151","B152","B153","B155","B158","B159","B160","B165","B167","B170","B173","B177","B180","B181","B182","B184","B189","B196","B199","B200","B203","B302","B318","B320","B336","B362","B790","B002","B003","B006","B007","B008","B009","B010","B011","B012","B013","B014","B015","B017","B018","B020","B022","B024","B025","B026","B029","B030","B031","B033","B035","B036","B038","B039","B040","B041","B045","B046","B047","B050","B051W","B051","B052","B054","B056","B057","B058","B059","B061","B064","B065","B066","B068","B071","B073","B074","B075","B076","B081","B084","B085","B086","B090","B091","B092","B093","B094","B095","B098","B099","B033B","B051D","B051F","B051F_C1","B051F_C2","B051F_C3","B060A","B061A","B080A","B172W","B195W"
"2018-04-01 00:00",54.21,328.62,193.12,26.64,37.34,31.59,39.04,120.08,57.36,24,2,84.21,34,56.1,40.04,35.07,557.38,628.42,86.64,125.42,159.13,210.56,160.69,647,82.48,22.66,385.61,55.16,721.47,1032.28,0.08,68.76,166.38,2.34,258.06,34.1,14.39,95.98,1411.41,391.18,1207.31,216.33,741.91,43.48,470.36,1121.55,170.27,63.59,10000,11.97,75.46,2.9,17.03,12.58,17.39,15.24,21.74,11.42,528.74,87.96,56.54,104.06,18.98,3.69,25,65.36,23.3,61.8,26.35,34.93,182.6,574.15,150.31,39.29,56.43,27.31,4.33,1268.04,39.81,115.84,52.16,153.64,34.7,8.87,23.37,24.35,29.64,39.16,72.9,23.52,328.98,371.37,298.02,40.86,230.84,33.81,107,174.55,29.89,3.6,36.81,82.04,222.01,127.53,57.86,29,436.55,110.41,47.1,89.46,270,73.31,330.97,875.61,28.72,49.94,49.94,22.09,27.46,592.78,57.35,286.89,7.51,274.02,896.53,0,0,114,10.59,98.26,0,389.71,565.97
"2018-04-01 00:15",52.57,338.07,191,26.21,37,31.46,38.84,122.39,57.95,23.26,2,83.09,32,55.49,41.61,34.92,549.44,629.87,84.46,124.85,155.84,202.13,164.61,668.51,73.62,22.64,376.04,52.79,782.19,1039.3,0.08,68.56,159.49,2.33,271.49,31.78,14.39,90.04,1415.99,390.1,1217.54,214.97,725.91,44.05,462.25,1115.05,173.59,90.11,10000,13.27,76.91,2.94,14.13,13,15.22,14.38,24.96,12.96,526.18,84.54,68.46,99.78,18.89,3.7,24,62.9,22.75,61.39,24.55,33.3,176.51,581.12,150.08,37.31,54.95,29.68,4.3,1333.94,37.63,115.96,53.87,153.74,35.35,8.78,23.58,24.31,30.38,40.83,72.61,23.88,338.65,370.69,299.49,38.73,230.97,34.92,114,183.95,29.7,3.9,36,83.25,223.65,139.84,63.11,29,465.69,111.6,50.05,87.7,269.09,73.35,335.04,873.01,28.54,48.55,48.55,21.11,27.22,595.21,71.26,286.08,7.54,275.49,894.75,0,0,110,10.36,99.96,0,412.65,568.58
"2018-04-01 00:30",52.76,339.68,185.85,26.27,36.73,31.51,38.11,121.28,60.67,24.26,2,84.98,31,54.5,42.81,35.38,558.26,626.16,85.35,124.86,153.88,213.54,153.9,666.09,82.45,22.59,375.6,56.08,809.24,1017.8,0.08,67.68,163.17,2.27,252.84,35.19,14.4,104.09,1396.03,388.3,1206.96,231.54,211.91,42.69,469.53,1101.16,177.02,58.16,10000,11.83,75.69,2.77,16.69,13.08,16.13,14.43,26.42,12.65,526.06,83.58,59.28,98.53,18.87,3.7,24,60.67,21.9,61.86,26.24,31.53,179.79,589.77,151.63,39.64,60.84,31.36,4.51,1408.42,38.96,116.45,52.38,150.2,34.6,8.94,23.22,24.24,29.15,41.02,74.02,23.31,397.93,369.71,298.36,37.8,235.39,31.11,112,183.53,30.04,3.7,36.18,82.36,221.86,144.15,53.48,28,442.42,105.2,47.25,91.1,262.58,73.02,345.12,877.57,27.61,48.25,48.25,20.57,26.43,594.84,58.96,285.23,8.79,274.36,902.19,0,0,112,10.38,98.9,0,382.72,562.92
"2018-04-01 00:45",57.82,340.76,185.92,26.04,36.36,30.97,37.99,116.01,57.66,22.36,2,82.03,32,54.23,40.36,35.65,551.02,626.81,81.39,124,151.07,203.85,166.75,656.04,78.07,22.64,383.99,53.11,744.09,1018.51,0.08,71.28,161.91,2.24,257.02,34.46,14.56,97.61,1230.08,388.29,1205.45,244.88,198.92,49.45,458.15,1104.16,173.57,76.44,10000,11.79,75.71,2.88,13.67,11.43,15.1,15.22,24.95,11.39,524.54,84.15,58.93,97.46,19.65,3.7,25,60,22.82,59.1,26.05,31.66,180.31,565.02,151,36.61,54.87,27.21,4.52,1348.39,38.67,116.57,50.1,148.56,34.17,9.4,25.01,23.99,30.36,37.96,70.47,23.93,334.75,367.77,292.96,37.46,224.77,33.22,115,179.73,30.73,3.6,35.81,79.98,217.29,141.96,57.96,34,414.9,109.48,48.14,89.63,264.19,72.26,334.55,871.37,27.97,47.28,47.28,22.03,26.12,596.25,71.86,286.8,7.6,273.96,895.46,0,0,110,10.94,99.92,4,400.97,564.86
"2018-04-01 01:00",51.95,329.13,187.95,25.16,36.12,30.76,37.74,114.95,58.72,23.9,2,82.43,32,52.1,43.14,34.98,547.73,632.56,79.67,123.49,147.4,206.39,147.9,657.99,87.17,22.69,377.05,54.57,786.98,1021.45,0.08,72.6,169.58,3.17,260.62,34.53,14.46,88.37,1214.92,388.62,1204.56,236.49,207.92,43.17,440.59,1106.94,172.22,78.54,10000,11.9,75.21,2.81,16.61,11.43,12.52,14.56,26.53,11.79,525.99,86.49,67.93,91.88,20.14,3.7,25,60.21,22.23,61.49,24.88,31.76,177.04,587.57,150.09,40,58.11,27.1,4.59,1298.73,38.26,117.08,56.86,153.18,34.52,9.47,23.17,24.14,29.54,40.23,71.03,23.68,327.37,367.37,296.15,34.9,225.11,34.03,115,182.41,29.33,3.8,36.56,77.11,216.83,140.84,68.09,35,467.98,114.55,48.11,88.32,264.58,72.05,340.47,873.68,27.89,47.69,47.69,23.54,28.22,593.42,58.69,296.93,8.65,275.15,896.34,0,0,108,9.97,100.25,0,377.58,567.55
"2018-04-01 01:15",52.92,326.66,177.83,25.25,35.98,30.04,37.07,120.26,60.08,21.58,2,80.5,32,55.2,42.12,34.47,548.79,624.92,81.65,121.23,146.42,208.01,172,655.61,84.37,22.66,371.05,55.28,751.27,1028.61,0.08,69.24,166.22,2.81,252.08,31.93,14.49,85.78,1212.51,385.88,1204.25,233.17,202.91,44.75,454.7,1114.62,171.23,64.63,10000,11.86,76.35,2.77,13.99,11.62,13.21,15.61,25.82,11.84,526.76,85.81,56.82,96.32,18.67,3.71,25,59.05,21.46,58.11,24.56,30.47,177.34,590.15,150.17,36.14,54.86,27.81,4.68,1245.97,40.24,117.82,50.6,151.89,34.56,8.76,23.5,24.67,29.89,39.78,74.41,23.09,351.99,369.79,295.51,34.39,217.57,30.46,114,179.95,29.78,3.7,36.24,77.74,216.59,139.17,63.57,35,422.03,105.68,46.29,88.25,267.31,73.71,358.87,872.62,27.17,48.99,48.99,22.51,27.93,591.34,67.32,299.31,7.75,275.51,901.39,0,0,109,10.32,100.78,0,394.32,562.58
"2018-04-01 01:30",53.56,325.29,173.43,25.07,35.96,29.56,36.75,120.65,62.21,24.3,1,79.99,30,53.26,39.84,36.12,543.71,623.09,82.95,123.34,148.54,199.52,150.96,658.29,87.42,22.68,370.33,51.35,768.19,1042.89,0.08,69.16,150.16,2.36,257.33,36.15,14.35,93.86,1231.81,383.71,1203.91,213.35,262.91,48.05,445.27,1105.54,166.39,65.97,10000,11.84,74.84,3.14,12.5,10.48,10.81,13.32,23.38,11.97,525.11,84.26,70.94,90.83,18.52,3.71,24,59.5,20.63,52.53,24.62,31.33,174.82,580.25,151.79,39.63,55.09,29.42,4.41,1243.65,37.82,118.15,52.56,151.53,34.17,8.79,23.46,24.85,29.41,37.95,72.7,23.35,367.17,371.29,295.19,34.86,215.04,29.61,114,183.45,31.34,4.6,39.21,75.55,217.2,134.11,60.53,45,453.27,107.86,45.49,86.7,263.85,74.03,359.4,868.01,27.27,52.56,52.56,21.7,26.94,590.39,63.09,302.89,7.72,276.19,898.46,0,0,115,11.06,100.89,0,405.67,564.01
"2018-04-01 01:45",55.78,325.96,171.6,25.77,35.33,29.39,35.48,117.34,58.77,21.06,2,78.51,29,51.77,42.72,36.52,553.5,627.36,78.9,119.39,146.41,209.15,164.02,640.39,81.08,22.67,380.79,55.42,751.39,1034.84,0.08,97.14,171.76,2.3,253.23,37.39,14.38,86.33,1228.32,386.44,1199.87,219.54,759.91,42.21,443.63,1104.25,164.38,70.15,10000,14.79,75.84,2.81,13.03,10.58,14.81,14.39,19.72,11.74,525.75,84.22,64.04,93.23,18.69,3.71,25,57.56,20.6,51.88,24.03,29.68,174.37,588.43,150.28,39.49,56.6,30.12,4.4,1341.07,38.52,119.42,51.19,149.64,34.74,8.63,23.42,24.29,30.74,39.26,74.97,22.53,332.53,377.67,294.15,36.74,210.1,29.12,117,182.44,28.86,3.8,37.75,73.92,214.24,128.13,55.21,35,411.28,110.51,57.97,84.21,264.62,73.53,357.48,875.04,27.36,52.21,52.21,21.52,26.39,591.57,56.29,308.92,7.45,275.15,894.41,0,0,106,10.17,99.16,0,359.5,562.65
"2018-04-01 02:00",53.66,333.17,165.69,25.63,35.03,29.18,36.46,117.27,56.3,25.09,1,79.03,31,52.02,38.15,35.01,547.19,621.54,79.3,118.68,143.51,205.7,165.53,654.66,84.59,22.67,377.36,53.57,763.9,1012.62,0.08,70.45,173.6,2.27,256.62,32.28,14.4,82.93,1212.26,387.65,1195.59,216.92,735.9,49.24,435.7,1105.52,166.75,78.07,10000,11.95,74.95,2.79,11.91,10.85,10.97,14.47,22.47,10.2,525.68,83.34,54.97,89.62,18.46,3.7,25,56.85,20.63,57.67,23.92,29.29,170.5,588.43,148.75,36.4,57.09,27.28,4.47,1297.68,37.2,118.02,49.93,152.58,34.31,8.98,23.44,24.39,28.98,39.23,70.79,22.24,336.73,371.74,294.48,32.24,209.25,30.45,114,188.15,27.6,4,37.85,73.53,214.46,124.31,58.11,35,401.46,104.37,48.86,88.34,263.54,74.41,347.48,872.14,27.15,51.14,51.14,20.75,25.94,591.98,67.88,307,7.87,275.48,889.93,0,0,109,9.94,99.03,0,377.38,553.84
"2018-04-01 02:15",53.42,335.16,163.4,24.86,34.9,28.91,35.53,120.52,56.97,21.69,1,77.33,31,50.33,40.29,34.37,545.21,623.14,79.53,119.83,146.72,204.22,153.44,658.13,90.81,22.66,369.54,53.36,778.52,1021.39,0.08,67.54,163.64,2.32,254.37,32.99,14.94,92.97,1224.05,385.09,1201.3,229.65,197.91,42.78,442.65,1105.4,162.16,67.85,10000,11.82,76.93,2.97,19.22,10.79,12.05,13.52,18.63,12.87,524.82,83.4,68.93,89.63,17.98,3.7,24,55.95,19.85,52.88,23.54,28.4,166.27,588.69,148.54,38.95,53.13,27.63,4.61,1267.49,40.88,117.63,49.85,148.46,35.68,9.09,23.34,24.18,31.49,39.98,70.28,23.33,371.95,368.43,295.36,33.56,209.69,29.17,114,183,30.24,3.7,38.04,71.88,208.42,132.39,58.54,35,397.79,111.88,45.46,87.67,268.78,74.46,327.71,875.04,26.35,50.36,50.36,21.53,25.43,599.02,56.79,328.64,7.88,276.36,891.01,0,0,110,11.13,98.88,0,385.86,559.23
"2018-04-01 02:30",51.83,337.37,161.03,24.4,34.85,28.15,33.98,117.35,56.42,25.13,2,77.49,28,47.95,39.86,34.43,550.52,624.43,78.19,118.06,145.58,207.25,167.83,638.76,100.16,22.61,378.24,55.48,776.72,1007.49,0.08,67.8,154.19,2.78,255.61,31.75,14.39,84.86,1229.59,390.96,1189.3,241.91,214.91,46.05,437.01,1102.2,162.98,78.01,10000,11.95,75.72,2.85,15.75,10.28,16.6,13.24,18.46,8.39,526.45,85.41,55.85,87.26,17.75,3.69,24,55.72,20.8,54.8,23.33,28.71,163.92,587.6,152.94,38.59,55.91,27.09,4.42,1232.85,37.67,117.69,52.23,150.24,35.02,8.67,23.11,28.24,29.09,37.51,72.51,23.96,351.2,369.25,295.47,35.51,206.46,29.77,114,180.08,27.94,3.7,37.65,68.36,206.97,152.77,58.62,46,393.37,109.22,44.65,85.05,264.01,74.36,329.86,869.32,26.58,48.73,48.73,19.72,25.07,592.34,70.16,324.56,7.51,275.47,889.73,0,0,114,9.98,98.5,4,375.96,570.35
"2018-04-01 02:45",52.81,329.36,159.01,25.03,35,27.95,33.15,115.55,57.29,21.45,1,74.64,28,49.3,38.59,34.4,540.64,620.33,77.37,113.87,141.77,198.42,148.61,655.07,72.23,22.62,379.34,49.86,767.15,1024.73,0.08,71.98,171.52,3.29,250.9,32.72,15.29,84.3,1225.28,388.59,1197.17,233.33,210.91,50.97,407.43,1099.69,160.53,69.74,10000,12.96,75.32,2.9,17.04,11.24,13.29,13.51,18.4,9.71,521.29,83.46,62.05,88.43,17.5,3.69,24,54.44,20.75,51.2,23.76,28.1,162,580.15,152.52,37.01,52.38,30.86,4.64,1207.95,37.29,117.68,51.13,148.98,33.97,8.74,23.59,28.96,30.68,38.54,73.12,23.89,325.6,368.16,292.26,31.15,204.76,29.81,113,182.76,27.12,3.6,38.12,70.84,206.73,149.63,63.06,35,394.62,104.55,45.4,86.39,263.87,74.16,350.72,870.71,26.22,47.78,47.78,19.08,25.09,592.3,55.47,325.58,7.6,276.26,889.34,0,0,107,10.14,97.6,0,381.93,552.48
"2018-04-01 03:00",57.21,326.05,161.4,24.86,34.93,27.93,33.54,114.14,56.12,23.96,1,77,28,49,41.73,34.26,565.04,617.23,77.37,114.39,139.57,204.88,171.32,636.31,82.1,22.59,385.3,51.78,763.77,1033.98,0.08,74.2,168.5,2.31,245.59,33.21,15.28,92.85,1226.63,386.14,1196.64,228.52,219.91,44.54,397.86,1094.78,162.37,66.97,10000,12.07,75.33,2.69,12.65,9.82,12.13,12.65,18.86,8.64,524.55,83.39,65.84,85.42,17.07,3.7,25,53.33,21.28,51.41,22.45,27.99,163.18,598.05,151.1,39.19,55.11,28.98,4.71,1258.66,38.13,117.21,57.38,154.15,34.97,8.71,23.44,24.71,29.07,40.42,74.85,23.42,369.65,367.4,291.29,31.34,203.74,34.37,112,181.63,29.17,3.7,38.82,70.66,209.29,131.27,59.05,35,389.97,109.09,46.74,84.1,266.35,74.44,356.49,873.65,26.15,46.4,46.4,18.76,24.67,593.11,56.69,335.5,8.11,275.29,884.93,0,0,115,11.34,98.16,0,393.83,568.42
"2018-04-01 03:15",51.17,334.84,165.75,23.6,34.04,27.32,33.6,117.21,55.37,21.28,1,76.31,29,45.8,38.85,34.1,541.3,619.06,78.1,111.67,138.98,202.37,154.87,650.61,82.58,22.56,370.13,52.12,778.82,1029.04,0.08,76.41,167.9,2.28,253.46,33.7,14.28,83.81,1200.28,390.68,1195.1,220.22,227.91,42.25,383.58,1106.84,159.17,65.87,10000,11.79,75.43,2.85,14.74,11.01,14.59,14.44,22.85,8.57,525.48,83.2,56.59,87.73,17.19,3.7,24,52.73,20.06,53.66,21.5,27.42,158.77,588.81,150.91,36.81,55.06,27.43,4.58,1234.77,37.57,118.02,50.06,148.28,34.99,8.85,23.4,24.21,30.15,37.65,73.02,23.57,334.88,368.51,294.19,32.98,197.91,39.17,114,181.31,27.62,3.6,38.47,67.56,205.64,133.98,63.6,35,394.24,109.14,45.6,84.68,267.21,74.45,355.46,870.37,26.52,45.7,45.7,18.68,24.47,591.69,69.58,336.98,7.61,276.19,889.87,0,0,110,10.18,97.47,4,389.11,562.7
"2018-04-01 03:30",51.26,330.57,163.68,24.61,33.88,28.14,33.26,115.98,55.91,23.53,1,73.97,29,46.63,40.52,34.51,543.87,616.87,76.44,112.46,136.46,202.08,156.7,650.05,77.26,22.64,371.77,50.51,784.01,1002.7,0.08,69.72,157.11,2.31,245.83,31.94,15.16,85.22,1204.63,391.15,1193.77,218.78,758.91,43.24,386.07,1100.04,161.88,70.17,10000,11.77,77.06,2.7,10.63,9.75,14.01,12.86,22.73,9.83,521.19,84.14,69.88,84.93,17.02,3.7,25,51.68,19.98,55.39,21.83,26.85,158.26,607.63,155.96,38.48,55.6,27.88,4.51,1248.5,40.07,118.05,50.91,148.83,34.34,9.12,23.4,24.44,29.34,38.66,73.38,23.75,369.5,372.42,290.92,32.38,198.81,30.6,113,182.34,27.14,4.8,38.31,66.88,206.02,129.67,55.72,36,379.06,110.39,44.12,86.04,270.19,74.06,355.28,876.91,26.03,45.52,45.52,18.67,25.46,592.26,57.46,332.8,7.71,274.92,888.6,0,0,107,10.07,97.56,4,374.32,561.32
"2018-04-01 03:45",52.2,337,158.53,23.63,33.27,28.45,32.05,118.51,56.06,21.91,1,71.61,27,47.94,41.84,34.12,544.52,618.79,76.99,109.02,137.23,204.1,169.38,638.59,82.22,22.59,368.79,53.31,781.92,1016.46,0.08,69.06,168.02,3.14,245.46,32.09,15.53,93.64,1218.18,387.44,1196.8,222.77,766.91,50.14,382.15,1098.21,158.19,102.58,10000,12.11,76.63,2.89,12.05,9.66,12.31,15.08,22.62,8.5,524.48,84.47,55.43,81.99,16.66,3.7,25,52.57,19.62,50.6,21.66,27.28,156.93,584.17,153.77,38.71,52.95,27.79,4.71,1236.74,38.33,117.82,53.38,149.29,35.89,8.83,23.42,24.21,30.31,39.1,70.33,22.6,350.07,371.55,290.51,30.03,195.92,31.77,113,181.07,29.83,3.7,38.85,64.26,204.82,126.68,57.76,42,398.53,114.91,44.34,84.75,263.92,73.5,355.96,870.36,26.16,45.36,45.36,18.53,24.07,592.48,56.12,333.13,7.99,274.51,886.87,0,0,106,11.02,97.05,4,392.16,569.46
"2018-04-01 04:00",52.89,332.97,162.51,23.07,32.78,28.45,32.02,116.54,54.37,22.82,1,70.27,26,48.48,39.49,35.06,538.54,614.99,74.26,109.35,134.23,198.23,151.23,655.27,83.5,22.47,366.93,50.24,753.11,1030.82,0.08,74.86,169.71,2.92,253.54,37,15.68,84.87,1096.76,386.49,1195.84,230.5,197.91,42.56,391.34,1093.72,162.71,69.76,10000,11.7,75.73,2.85,11.48,9.36,11.97,13.2,19.21,8.48,521.41,83.68,60.95,80.59,16.5,3.7,24,50.74,19.61,54.91,21.5,26.16,153.72,593.52,153.31,37.23,52.4,31.29,4.83,1205.34,37.02,117.82,56.61,153.13,34.84,8.73,23.71,23.94,29.18,37.63,73,22.39,360.73,368.68,291.95,31.93,194.84,30.84,112,180.5,27.28,3.8,38.16,62.01,204.91,142.95,54.9,38,369.38,107.66,47.32,85.87,259.9,73.77,356.6,870.98,26.84,44.44,44.44,18.37,23.98,590.65,66.5,330.85,7.7,274.95,883.69,0,0,106,10.26,97.67,4,374.2,557.78
"2018-04-01 04:15",54.04,336.09,159.45,23.28,33.26,27.35,32.59,115.21,56.66,22.84,1,71.88,26,44.24,41.97,34.26,547.3,616.5,76.62,108.05,131.21,206.46,171.98,650.74,80.28,22.5,375.35,51.76,776.58,1030.41,0.08,91.12,154.56,2.31,243.87,34.33,15.78,86.43,890.05,382.24,1202.52,244.92,201.91,42.95,381.94,1092.29,159.22,83.02,10000,12.08,76.83,2.86,12.28,9.96,10.66,14.32,18.36,8.18,521.16,84.2,64.25,79.95,16.53,3.7,25,49.75,19.39,56.12,21.38,25.02,153.09,587.25,153.92,39.52,55.25,28.43,4.55,1151.91,38.12,117.95,50.2,146.33,34.88,8.69,23.56,24.46,30.58,39.05,75.48,23.19,358.4,365.73,293.61,34.87,191.7,29.13,112,179.65,27.07,3.8,39.67,62.97,204.71,143.73,61.27,38,419.11,113.79,44.05,84.22,261.12,73.68,349.73,868.5,27.25,44.38,44.38,18.53,24.58,590.71,55.11,334.36,7.7,275.61,887.59,0,0,104,9.86,98.77,4,402.95,574.8
"2018-04-01 04:30",52.25,326.3,160.54,22.78,33.26,26,32.15,115.31,56.65,22.07,1,71.26,27,44.32,39.93,43.14,543.63,616.63,73.86,106.49,134.06,201.19,162.14,643.08,79.53,22.34,371.36,52.44,783.09,1025.1,0.08,69.47,153.33,2.28,242.63,31.32,17.18,93.17,889.77,391.74,1198.49,241.89,236.91,43.38,379.47,1102.7,161.74,65.73,10000,11.7,76.48,2.93,12.05,9.02,9.9,12.12,17,9.31,521.67,84.8,56.44,81.46,17.05,3.69,25,48.25,20.2,52.92,21.41,24.44,153.45,612.22,152.02,37.66,54.42,28.04,4.69,1098.54,39.04,118.56,50.75,148.21,36.46,8.74,23.72,24.73,29.62,38.04,73.89,23.34,361.35,367.46,291.98,31.32,193.44,30.52,113,178.54,29.35,3.8,40.23,62.16,202.31,140.08,57.97,38,382.72,112.47,44.71,83.93,257.67,73.35,354.99,871.22,27.01,44.89,44.89,18.87,23.77,590.89,66.84,334.2,8.12,274.98,880.62,0,0,111,12,97.42,4,372.17,585.57
"2018-04-01 04:45",50.48,326.31,161.2,22.22,32.97,26.06,32.52,118.07,55.47,23.84,1,69.99,27,45.99,39.78,34.24,542.58,613.62,73.6,107.44,134.3,201.29,153.02,633.12,78.13,22.52,374.92,48.97,780.77,1010.34,0.08,70.13,153.47,2.3,244.27,31.69,15.73,84.72,887.35,391.4,1199.14,235.44,211.91,51.35,376.35,1100.41,158.36,69.18,10000,12.05,77.74,2.89,15.56,8.96,10.78,13.64,20.12,8.91,518.76,84.04,71.4,78.45,16.92,3.69,25,47.47,19.16,58.64,21,23.75,150.88,581.02,152.24,38.47,54.28,26.73,4.68,1053.62,38.72,120.05,52.33,148.09,35.8,8.75,23.2,24.92,30.63,40.01,72.9,23.89,360.7,364.34,291.44,31.1,190.83,31.3,112,180.47,28.01,3.8,41.06,60.49,198.88,141.12,62.16,32,416.65,108.59,45.47,87.52,260.32,73.46,349.98,874.38,27.63,44.35,44.35,19.1,23.88,601.75,64.79,336.98,8.24,274.44,885.15,0,0,110,17.31,97.75,4,390.5,567.47
"2018-04-01 05:00",49.78,326.44,160.04,22.03,33.17,26.07,32.7,118.81,56.16,21.7,1,66.54,26,44.58,41.96,32.75,547.39,612.09,74.03,106.65,134.63,206.92,171.12,648.95,78.01,22.48,383.2,53.23,766.88,1010.04,0.08,72.65,153.82,3.68,246.24,30.69,15.79,85.67,892.04,391.59,1193.98,231.98,216.91,43.17,375.73,1109.07,161.13,77.48,10000,12.09,77.72,2.79,16.31,8.93,11.49,14.39,24.61,8.22,523.71,84.22,57.75,79.1,16.8,3.69,25,46.58,19.42,60.84,21.54,22.83,152.67,606.55,158.43,39.88,52.68,27.64,4.51,1039.34,38.25,119.68,51.62,149.37,34.67,8.8,23.56,24.8,29.19,36.98,69.62,23.85,349.75,364.36,290.62,33.07,190.75,31.49,113,179.09,27.92,3.7,40.53,60.77,195.49,129.35,70.39,32,391.87,109.79,46.36,84.07,255.75,73.39,353.99,872.08,27.17,44.7,44.7,18.51,24.45,597.25,56.1,334.35,7.8,274.62,883.69,0,0,108,17.82,97.03,4,383.52,583.22
"2018-04-01 05:15",56.18,336.33,164.47,23.24,33.08,25.56,31.83,126.07,55.63,24.57,2,65.75,24,45.8,39.38,32.88,535.5,615.97,74.53,106.49,131.58,196.62,151.88,635.6,75.68,22.5,370.6,51.3,748.42,1031.97,0.08,70.85,158.21,2.36,241.43,33.69,12.97,93.99,894.33,390.65,1199.66,222.45,773.91,42.34,374.62,1095.83,159.52,65.26,10000,13.11,76.6,27.59,14.4,9.29,10.72,12.72,28.96,8.78,522.73,84.03,56.88,78.37,16.48,3.68,25,45.73,19.05,60.81,21.65,22.33,149.11,600.57,150.77,35.78,55.87,30.85,6.52,1094.02,37.94,120.06,58.44,148.66,35.49,8.82,23.57,22.96,30.14,36.79,80.85,24.1,344.91,365.13,291.7,30.76,191.47,30.88,113,182.59,29.34,4.1,40.74,60.34,197.6,139.73,78.1,33,390.37,110.63,45.28,84.36,258.08,74.41,349.93,876.26,27.02,43.99,43.99,18.08,24.14,600.77,55.24,332.38,7.84,275.7,884.61,0,0,110,19.17,97.55,0,517.5,582.42
"2018-04-01 05:30",51.71,334.8,158.41,22.63,33.13,25.98,32.47,129.17,55.21,21.37,2,65.25,24,43.32,42.13,33.77,549.37,610.95,74.48,107.02,133.08,204.38,160.96,646.29,75.57,22.59,370.37,50.46,779.69,1030.89,0.08,73.57,159.16,2.33,244.57,32.76,11.76,84.54,885.51,385.89,1203.07,232.43,1000.9,42.7,374.29,1091.71,160.48,68.45,10000,12.13,77.84,28.46,14.96,9.23,11.47,13.48,25.71,8.04,521.82,84.36,73.56,74.01,16.34,3.68,23,45.8,19.32,56.11,21.37,22.81,151.08,610.31,152.08,39.83,51.79,28.58,7.03,1144.28,38.17,119.35,51.49,150.48,34.02,9.64,23.49,22.61,29.27,41.48,75.04,24.22,373.79,369.61,289.79,30.34,191.95,30.12,114,180.77,27.47,3.7,40.45,59.33,198.29,152.66,73.53,38,379.03,105.97,44.61,86.66,260.93,73.05,352.6,867.01,26.73,44.6,44.6,18.13,23.9,601.64,56.46,336.45,7.8,273.79,887.15,0,0,106,18.64,96.59,4,708.2,569.95
"2018-04-01 05:45",49.94,339.81,161.71,22.74,32.81,26.75,32.46,128.41,55.9,24.73,1,66.17,25,41.73,40.11,32.29,552.98,611.89,74.38,105.9,130.71,201.81,159.43,643.38,77.19,22.46,370.25,52.14,777.07,1012.54,0.08,75.04,157.04,2.22,248.9,31.47,11.78,83.77,881.65,385.06,1211.11,227.43,715.9,49.63,375.66,1100.24,160.49,66.97,10000,14.58,77.3,28.6,12.33,8.61,10.12,12.57,24.61,8.59,523.12,84.31,71.53,72.53,15.47,3.67,24,45.11,19.38,58.33,21.38,22.02,146.29,603.03,155.46,37.29,55.68,27.25,7.24,1128.67,40.29,118.17,52.58,105.67,33.99,8.86,23.72,23,30.12,39.69,72.82,24.13,336.67,367.74,286.21,33.05,189.48,35.48,112,178.37,26.96,3.8,39.48,58.97,194.89,138.63,76.64,40,390.25,108.53,45.27,83.73,255.32,73.26,351.53,870.61,26.83,44.32,44.32,18.25,23.79,601.01,62.71,331.89,7.94,270.21,879.48,0,0,107,18.38,100.21,4,716.82,580.1
"2018-04-01 06:00",52.34,336.51,165.17,23.04,32.8,25.57,31.31,129.66,55.58,21.03,2,68.08,25,40.78,40.41,32.67,541.21,616.66,73.52,106.4,129.41,200.3,147.96,637.03,73.96,22.55,373.58,49.11,769.99,1014.09,0.08,71.25,153.23,3.59,246.84,34.11,11.24,94.85,888.89,387.31,1199.92,239.18,199.91,42.15,374.04,1102.5,160.8,73.33,10000,12,79.5,28.94,11.21,8.76,10.55,12.84,19.84,8.39,528.1,83.35,57.87,73.2,15.04,3.67,25,46.39,19.43,57.66,21.42,22.71,143.5,607.52,150.85,38.89,54.35,27.12,7.29,1092.41,38.2,117.62,52.92,153.41,34.54,8.73,23.41,23.03,29.42,41.99,74.37,24.34,351.88,363.4,285.47,31.78,190.89,31.82,113,179.65,28.83,3.8,38.89,58.86,195.43,137.74,70.89,42,379.76,106.25,45.71,83.79,258.25,74.13,348.73,869.93,26.95,43.28,43.28,18.57,24.15,600.49,59.23,326.3,8,269.47,880.7,0,0,107,19.09,97.91,0,712.98,564.84
