"time","B101","B103","B104","B107","B108","B109","B110","B111","B114","B115","B116","B117","B118","B119","B123","B124","B126","B129","B130","B131","B132","B135","B136","B138","B139","B141","B144","B145","B146","B147","B148","B149","B151","B152","B153","B155","B158","B159","B160","B165","B167","B170","B173","B177","B180","B181","B182","B184","B189","B196","B199","B200","B203","B302","B318","B320","B336","B362","B790","B002","B003","B006","B007","B008","B009","B010","B011","B012","B013","B014","B015","B017","B018","B020","B022","B024","B025","B026","B029","B030","B031","B032","B033","B035","B036","B038","B039","B040","B041","B045","B046","B047","B050","B051W","B051","B052","B054","B056","B057","B058","B059","B061","B064","B065","B066","B068","B071","B073","B074","B075","B076","B081","B084","B085","B086","B090","B091","B092","B093","B094","B095","B098","B099","B033B","B051D","B051F","B051F_C1","B051F_C2","B051F_C3","B060A","B061A","B080A","B172W","B195W"
"2018-01-18 01:45",55.92,319.67,179.48,25.5,38.62,40.68,30.51,118.58,60.13,24.59,2,70.99,35,47.17,42.96,38.49,554.77,632.14,73.14,125.07,156.16,180.55,182.14,679.72,129.31,23.96,316.46,55.16,776.52,1048.18,0.09,224.39,165.21,16.68,340.2,94.02,13.91,84.12,894.3,429.1,1316.44,595.87,614.18,29.74,449.05,1322.09,134.6,108.94,10000,11.19,81.18,16.97,27.46,13.71,1.59,20.45,23.45,15.78,528.17,98.23,52.89,87.68,17.63,2.73,24,62.84,21.81,59.6,24.29,33.42,165.56,1400.97,178.91,35.92,59.56,35.4,5.82,1155.19,41.9,121.48,65.39,9.56,102,56.98,16.89,31.74,21.93,33.12,60.66,92.48,25.28,542.31,369.32,322.43,75.53,148.34,34.58,121,188.66,35.74,5.6,42.47,86.86,216.84,130.29,182.45,48,381.05,168.9,67,84.66,274.63,75.21,341.1,832.87,29.52,58.71,58.71,21.29,27.21,632.33,51.41,311.14,7.54,273.43,862.9,0,147,0,19.98,100.99,4,885.54,597.79
"2018-01-18 02:00",54.03,317.87,184,24.98,38.61,39.99,29.67,119.39,64.46,23.43,2,70.74,36,44.83,41.62,38.51,578.78,632.3,70.5,126.3,149.97,178.35,168.63,673.08,132.86,23.95,319.83,52.18,769.07,1039.59,0.1,217.18,167.61,24.26,333.84,93.78,18.04,82.87,892.35,432.3,1316.5,608.97,620.15,31.46,444.73,1326.85,134.88,115.43,10000,11.43,80.93,16.49,30.04,11.45,1.76,19.38,24.3,14.97,536.63,98.26,56.26,89.06,16.45,2.74,25,61.65,20.88,58.83,24.13,32.35,160.81,1422.86,201.5,35.95,61.73,37.65,5.84,1058.85,43.24,121.48,65.35,8.13,100.98,55.38,16.14,31.68,21.96,33.2,51.45,92.03,25.53,602.1,359.94,307.81,76.27,139.92,34.61,120,192.54,35.68,5.5,42.72,86.04,210.79,126.99,171.41,54,399.68,164.01,67.05,85.8,274.29,75.59,343.2,829.29,28.67,56.94,56.94,21.54,25.77,633.66,51.72,304.1,7.85,269.81,863.98,0,146,0,19.35,100.07,4,920.55,599.02
"2018-01-18 02:15",55.08,323.66,182.56,24.98,38.04,39.77,28.81,119.91,59.93,25.56,2,73.9,34,41,43.21,39.34,565.26,633.68,71.18,126.29,149.58,186.31,174.84,681.8,137.87,23.98,305.72,52.78,862.21,1042.92,0.1,222.66,164.37,10.48,338.41,95.37,14.69,81.94,901.45,427.99,1307.53,620.74,599.13,29.71,434.87,1325.2,134.34,127.83,10000,11.34,82.17,16.65,29.91,10.94,1.3,18.96,24,15.15,520.16,96.98,53.51,83.4,16.52,2.73,25,58.67,20.4,58.23,23.89,30.69,159.62,1432.3,197.23,35.97,61.19,38.47,5.81,1178.61,43.29,121.05,62.15,9.26,100.85,58.66,14.05,30.72,21.64,30.97,55.52,93.19,26.57,559.99,359.31,308.99,74.63,143.45,34.59,119,195.86,37.12,4.6,42.25,84.1,209.84,128.01,179.51,49,403.96,167.4,66.69,83.13,271.89,76.19,343.45,822.84,28.42,55.3,55.3,20.86,24.73,640.02,51.68,306.62,8.03,270.99,868.16,0,141,0,25.49,100.3,6,887.9,595.69
"2018-01-18 02:30",56.58,321.71,177.15,24.53,38.27,39.02,29.18,122.22,63.38,23.06,2,70.76,34,41.59,40.93,38.38,552.19,629.1,72.75,123.67,145.71,175.83,176.01,673.49,120.7,23.98,319.7,54.95,779.39,1041.88,0.09,218.89,181.53,12.75,336.68,97.62,12.29,84.14,898.85,428.34,1316.85,622.64,597.1,38.88,430.27,1340.45,131.95,108.83,10000,11.23,81.16,16.51,30.17,11.22,2.08,19.68,23.54,15.44,524.74,98.28,52.32,86.45,16.18,2.73,25,57.9,20.07,53.49,23.28,30.72,160.08,1403.86,182.28,36.03,60.16,36.92,5.81,1161.23,43.21,121.49,63.41,9.32,101.57,57.75,15.8,31.71,21.97,33.05,58.87,93.74,26.56,534.49,357.9,319.72,76.79,147.21,34.59,114,194.16,34.49,7.5,42.1,83.25,208.89,129.74,175.11,56,388.43,167.45,66.79,85.98,274.14,76.27,345.12,824.82,27.69,53.53,53.53,20.22,23.93,643.82,51.53,300.7,8.15,270.72,869.75,0,141,0,26.8,100.29,4,912.52,597.65
"2018-01-18 02:45",58.01,320.11,177.59,23.62,37.77,38.2,27.9,122.84,63.04,25.59,2,68.05,34,42.44,43.52,38.43,555.64,635.06,75.55,119.68,143,180.62,168.81,671.9,133.24,23.96,309.42,48.84,766.25,1056.38,0.09,236.06,161.69,25.28,324.17,97.53,12.66,82.67,897,432.89,1310.92,613.83,603.08,30.38,423.03,1335.17,133.4,122.44,10000,11.78,81.45,16.47,27.38,11.39,0.91,19.58,22.16,14.86,531.69,97.17,52.36,81.59,15.73,2.73,25,55.7,19.02,53.52,23.05,29.6,156.59,1415.48,183.79,35.96,62.24,36.61,5.87,1121.84,42.89,121.33,65.19,10.37,88.17,53.97,15.86,32.03,21.84,33.16,61.48,94.2,26.55,565.28,357.2,307.4,77.44,142.69,34.62,116,197.4,34.69,4.5,42.07,77.44,203.88,126.72,180.03,46,395.05,161.91,68.49,83.6,276.08,76.18,343.43,833.13,27.12,52.51,52.51,19.88,23.98,634.25,52.77,298.85,8.2,269.4,869.21,0,141,0,21.01,99.45,4,929.4,596.02
"2018-01-18 03:00",55.08,323.6,171.92,23.06,37.05,37.76,27.15,121.42,60.28,23.02,2,64.32,32,39.89,40.5,39.04,556.37,630.32,71.76,119.05,141.94,179.14,182.38,672.74,125.91,23.95,308.22,55.24,777.44,1042.62,0.09,227.87,165.83,18.32,328.3,98.63,16.1,84.08,886.14,429.36,1304.53,604.01,607.01,34.03,428.09,1324.21,145.79,108.64,10000,14.67,81.67,16.47,26.79,11.07,1.12,19.87,21.64,15.35,521.61,98.41,52.71,77.56,15.58,2.73,25,54.89,19.57,52.81,22.98,28.54,153.73,1410.18,187.49,35.94,59.59,37.76,5.8,1138.49,41.43,121.47,65.16,8.26,89.89,56.35,16.16,31.66,22.08,32.9,57.03,94.18,26.84,560.95,358.64,308.98,76.37,138.68,34.58,114,193.37,38.22,5.5,42.13,77.12,197.65,125.02,175.82,56,408.3,167.16,67.31,85.02,275.67,75.84,347.92,823.74,27.3,51.34,51.34,19.62,24.31,637.8,53.29,292.76,7.53,271.98,865.06,0,147,0,23.81,97.84,4,963.15,600.13
"2018-01-18 03:15",54.71,321.49,173.6,23.8,36.25,37.13,26.49,123.14,62.2,25.52,2,59.67,32,38.17,43.24,38.34,553.44,631.97,68.77,117.06,139.4,179.01,169.23,676.3,128.83,23.93,304.2,52.29,774.03,1057.41,0.09,217.35,183.49,12.97,331.7,98.34,13.12,83.49,874.5,430.98,1297.94,616.23,670.29,31.41,439.19,1331.53,152.1,120.23,10000,10.92,83.81,16.47,30.32,11.11,1.58,18.73,20.99,15.18,533.65,96.58,53.4,77.05,15.2,2.73,25,54.96,18.07,52.39,22.91,28.48,151.92,1412.25,202.91,35.94,61.89,38.4,5.62,1154.05,44.33,121.38,67.58,10.55,91.13,55.84,16.02,31.89,21.9,33.12,55.09,100.32,28.03,548.47,359.46,319.99,73.79,139.55,34.59,114,190.55,36.35,5.3,41.72,73.12,195.96,128.36,175.5,59,383.77,163.97,67.44,84.25,274.69,76.35,346.35,832.98,27.04,51.39,51.39,19.33,22.92,640.57,51.44,297.85,7.58,271.99,864.29,0,146,0,26.58,98.84,6,899.19,596.68
"2018-01-18 03:30",55.31,314.21,172.7,22.99,35.84,36.7,27.73,121.92,60.78,22.16,2,58.32,32,35.89,40.85,38.12,559.25,632.88,67.89,114.38,137.29,186.3,176.68,671.73,124.87,23.96,304.87,56.72,766.32,1045.25,0.09,219.11,162.91,20.4,337.06,99.51,15.4,85.47,890.78,429.56,1301.74,617.51,665.26,37.52,426.39,1323.15,152.17,128.47,10000,11.44,83.7,16.4,30.55,10.76,1.11,19.37,25.46,14.92,530.31,98.5,56.37,75.22,15.13,2.73,25,54.42,17.96,52.76,22.37,28.36,150.81,1442.42,192.26,36.12,60.11,37.72,5.76,1185.15,43.74,121.66,65.57,10.27,93.17,58.13,15.92,31.84,21.73,32.92,54.82,94.39,28,565.31,367.18,308.1,77.79,133.72,34.58,119,191.85,35.39,9,43.38,70.56,195.81,128.69,180.63,64,384,169.66,65.98,85.15,277.93,76.42,350.36,828.14,26.47,51.44,51.44,19.25,22.45,646.16,51.8,291.61,8.17,270.1,869.68,0,142,0,33.06,97.93,4,949.43,593.73
"2018-01-18 03:45",59.7,328.34,175.7,22.49,35.66,36.22,26.1,122.37,60.35,25.78,2,55.97,31,36.26,43.41,40.41,549.66,632.4,68.15,112.86,136.16,175.42,176.93,670.38,119.98,23.97,301.16,53.43,765.34,1054.96,0.1,228.61,169.72,14.45,337.65,100.48,17.73,87.47,900.04,434.61,1303.2,624.97,661.08,30.27,402.52,1330.89,133.81,130.68,10000,11.34,83.19,16.65,27.59,10.98,1.56,19.7,21.1,14.87,521.35,97.66,53.16,76.78,14.53,2.72,25,54.33,18.14,52.91,22.78,28.44,144.39,1428.05,187.64,36.13,59.64,35.28,5.98,1119.12,42.05,121.81,63.89,10.8,95.45,57.08,15.81,32.23,21.84,32.6,62.52,94.97,28.27,548.99,371.92,308.79,75.18,121.39,35.4,120,190.27,37.97,5.2,41.83,69.15,190.52,127.68,179.3,57,419.81,165.52,67.67,84.15,277.82,76.18,354.08,826.58,25.94,50.18,50.18,19.19,23.5,636.21,51.4,298.79,7.55,270.79,870.29,0,141,0,27.82,99.51,4,969.59,596.58
"2018-01-18 04:00",55.16,311.8,176.42,22.39,35.09,35.74,25.72,122.94,61.52,21.61,2,55.94,30,39.95,41.07,38.02,552.61,636.07,68.5,111.76,134.79,184.22,168.02,673.22,130.04,23.94,310.67,52.62,772.53,1048.77,0.09,223.36,174.66,9.79,326.22,108.28,13.36,80.82,897.75,428.15,1302.26,620.11,625.27,29.64,396.25,1320.8,132.72,124.9,10000,11.31,83.26,16.85,27.83,10.13,1.28,18,20.99,15.25,533.25,98.03,52.87,74.79,14.27,2.73,25,53.47,18,53.23,22.44,27.08,143.52,1421.87,180.54,36.21,61.69,37.3,5.81,1183.55,42.79,122.13,65.03,10.2,90.14,57.76,15.98,32.17,22.05,33.49,59.57,94.95,29.57,537.13,369.4,319.18,75.11,132.73,35.28,117,195.71,36.26,4.7,42.3,68.4,188.29,127.2,180.56,48,399.31,168.98,67.78,85.64,276.07,76.26,353.11,830.66,25.97,50.16,50.16,19.74,20.54,633.28,51.68,291.38,7.71,269.18,859.85,0,141,0,20.31,98.66,4,943.44,598.74
"2018-01-18 04:15",54.82,324.07,172.23,23.36,34.91,36,25.23,123.57,61.67,23.39,2,56.85,31,36.82,43.26,38.23,560.36,627.48,66.68,110.85,132.46,181.93,183.31,674.98,119.62,23.97,316.84,54.71,768.96,1042.23,0.1,221.75,174.28,20.42,331.06,105.82,12.16,86.86,891.6,429.29,1305.65,620.31,636.25,30.02,398.46,1321.61,130.31,112.59,10000,11.27,83.44,16.59,26.19,10.38,1.11,17.71,25.01,15.16,522.47,98.04,52.78,76.47,14.03,2.73,25,52.51,17.9,53.44,21.6,26.87,141.66,1414.2,187.58,36.27,60.34,38.83,5.76,1132.66,44.22,121.16,70.18,10.69,89.97,57.72,17.21,33.53,21.93,33.87,56.18,93.21,29.56,551.76,360.97,308.5,78.39,131.25,35.92,115,197.2,35.31,7.8,43.25,65.8,188.84,127.27,179.96,50,388.96,170.02,77.44,83.83,276.06,76.51,357.26,829.89,25.85,48.44,48.44,19.08,20.28,638.8,51.69,295.32,7.94,270.5,865.68,0,142,0,24.75,98.21,6,950.46,590.68
"2018-01-18 04:30",55,322.08,171.82,22.42,34.77,36.01,24.15,122.35,61.76,22.46,2,57.39,31,32.78,41.38,38,558.8,634.06,69.6,111.04,131.3,176.63,170.77,683.3,116.39,23.95,320.4,50.81,763.76,1047.2,0.09,227.37,172.79,15.65,323.73,107.85,14.65,81.15,896.35,428.97,1312.09,621.09,627.23,37.13,396.68,1322.34,128.93,120.7,10000,11.32,84.66,16.6,33.69,10.19,1.3,17.52,20.67,14.99,533.24,98.67,53.49,70.38,14.34,2.72,25,53.27,17.54,50.79,21.48,27.11,135.15,1422.19,198.95,36.16,61.56,38.41,5.92,1135.71,42,121.46,62.61,10.2,91.22,57.33,16.89,31.75,21.91,32.86,56.39,95.45,29.54,530.88,359.9,308.99,74.45,129,35.05,114,196.9,37.13,4.8,42.49,65.92,188.24,130.58,174.32,46,404.87,170.28,75.2,84.69,276.28,76.27,364.25,832.14,25.62,47.83,47.83,18.32,21.31,642.18,51.76,292.65,7.61,270.99,869.23,0,148,0,28.96,97.88,4,957.27,586.66
"2018-01-18 04:45",57.03,311.59,174.48,21.73,34.39,37.22,24.05,120,62.64,22.99,2,58.51,31,33.13,41.63,38.2,567.81,631.53,65.97,108.75,129.09,186.43,166.63,667.07,113.36,23.97,319.69,56.84,767.01,1048.15,0.09,232.13,168.15,12.62,326.84,108.54,13.71,87.98,888.65,428.83,1319.16,612.5,642.22,30.32,391.81,1326.58,128.28,121.31,10000,11.52,83.48,16.68,30.42,10.39,1.63,18.69,20.86,15.18,530.49,100.25,56.72,69.91,16.14,2.72,25,51.06,16.93,53.68,21.51,26.51,139.02,1447.18,199.57,36.16,60.9,35.25,5.82,1166.38,42.33,121.38,64.48,10.22,98.62,53.09,15.99,31.96,25.83,33.65,54.28,95.44,29.74,566.77,360.36,320.72,76.32,127.88,34.65,113,194.66,34.76,5.4,41.58,65.46,186.65,123.42,183.38,52,382.65,163.18,69.45,84.37,281.55,76.2,372.2,828.89,25.79,47.28,47.28,17.86,20.57,632.26,52.37,294.8,7.61,272.72,872.54,0,148,0,24.33,99.62,4,946.64,595.75
"2018-01-18 05:00",58.52,332.67,174.32,21.69,34.46,36.47,24.05,118.92,61.72,22.42,2,57.62,31,33.28,42.09,38.04,554.9,630.95,69.3,107.24,129.13,175.27,177.87,669.1,115.55,23.99,319.68,52.33,765.03,1035.58,0.09,224.2,183.74,19.53,329.97,100.88,12.82,79.21,892.99,433.08,1326.4,607.13,602.21,30.93,393.85,1323.23,129.52,113.34,10000,11.32,84.74,16.67,27.62,9.91,1.56,17.85,22.23,15.31,520.39,101.81,52.88,68.75,14.79,2.72,25,50.91,17.23,54.97,22.11,26.55,130.08,1422.64,187.21,36.16,60.8,36.94,6.06,1076.57,43.12,121.82,73.12,10.61,103.51,57.26,15.81,31.9,22.47,33.14,60.23,96.13,29.63,547.98,357.41,309.09,75.48,127.02,34.67,114,189.4,34.86,4.6,41.7,65.23,184.93,123.83,176.81,52,403.9,168,70.11,85.46,277.05,76.46,384.61,832.1,25.11,46.32,46.32,17.96,20.47,632.58,53.37,293.03,8.25,271.09,873.87,0,140,0,20.57,103.36,4,954.29,600.76
"2018-01-18 05:15",54.78,309.98,177.4,22.23,34.48,35.48,24.01,118.82,61.25,23.61,2,57.33,31,32.64,41.91,38.01,570.88,631.84,64.02,108.13,127.31,184.93,172.83,672.6,126.26,23.98,314.41,56.38,764,1050.22,0.1,218.7,167.15,18.1,332.47,112.35,15.27,90.41,896.7,428.25,1320.42,609.75,658.18,30.44,388.62,1318.69,129.12,126.77,10000,12.75,83.22,16.64,26.17,9.91,0.3,18.33,23.62,15.19,534.12,100.71,52.88,69.44,14.07,2.71,25,49.76,17.36,54.03,21.05,26.28,132.51,1432.37,184.25,36.13,59.31,38.42,5.87,1155.61,43.54,121.41,63.09,10.07,102.18,57.39,15.99,32.17,22.22,33.34,64.29,96.05,29.93,543.08,358.51,319.29,75.4,114.65,34.8,120,191.23,38.16,5.2,42.89,63.95,186.29,129.27,179.48,58,404.12,168.85,67.12,83.22,276.64,76.06,388.32,821.04,24.73,45.85,45.85,18.33,20.24,640.86,50.98,294.15,7.72,270.29,874.96,0,140,0,29.02,98.65,6,943.2,602.85
"2018-01-18 05:30",54.98,324.62,178.83,21.94,34.34,35.79,24.83,120.13,61.76,21.62,2,55.96,31,31.83,42.45,38.82,561.9,633.47,63.08,106.4,128.56,179.46,161.28,666.32,114.65,23.97,318.4,52.1,766.08,1033.65,0.09,223.53,170.65,11.01,324.82,108.31,18.9,78.59,898.01,429.3,1320.36,628.16,676.16,37.79,387.76,1315.41,127.03,113.94,10000,14.18,83.42,16.53,30.81,9.92,0.27,16.84,28.76,14.81,537.49,97.7,52.61,67.27,13.58,2.71,25,49.4,16.93,54.32,21.35,26.85,127.22,1442.12,189.76,36.06,62.28,39.03,5.63,1147.75,41.94,121.38,63.7,11.73,107.17,57.84,16.6,32.41,21.92,33.01,64.64,96.39,29.48,578.15,358.29,307.8,77.66,114.09,34.63,120,191.89,35.1,4.9,43.68,63.76,185.3,126.74,178.43,58,380.71,174.57,67.14,86.41,282.7,75.89,391.61,830.18,25.09,45.65,45.65,18.35,19.96,646.24,51.22,295.51,7.67,269.8,861.31,0,141,0,28.19,98.71,4,952.9,588.52
"2018-01-18 05:45",56.11,321.35,181.26,21.54,34.23,35.22,24.38,120.93,59.5,24.57,2,54.97,31,32.48,40.46,37.91,550.17,632.65,62.68,106.12,126.78,179.74,176.59,676.13,112.8,23.98,308.51,54.73,770.44,1044.39,0.09,229.56,179.37,18.86,329.85,110.58,13.07,89.34,893.6,433.86,1331.2,622.92,689.15,31.44,393.42,1315.81,134.9,118.74,10000,11.03,83.18,16.61,30.46,10.01,0.99,17.89,29.98,15.37,534.57,98.84,52.96,66.28,13.82,2.73,25,49.15,16.76,55.32,21.25,26.2,132.1,1438.16,205.81,36.15,61.76,36.06,5.66,1098.95,42.64,121.61,62.82,9.75,103.92,57.28,16.77,31.93,21.66,33,61.06,93.42,26.32,574.81,368.39,308.54,75.28,114.48,34.64,117,195.42,34.77,5.8,43.89,63.22,183.8,125.75,180.42,56,401.75,171.9,67.86,83.81,281.44,76.18,396.32,824.98,25.2,45.71,45.71,17.88,19.7,641.93,51.76,295.67,8,271.54,867.28,0,141,0,29.26,98.29,4,969.39,589.9
"2018-01-18 06:00",57.95,313.01,183.81,21.5,34.57,35.1,24.48,121.1,66.22,21.04,2,53.09,30,34.11,43.4,39.22,555.25,632.87,66,106.62,125.34,183.51,174.5,679.38,120.77,24.02,303.62,52.15,763.19,1023.07,0.09,227.88,172.79,18.5,328.92,105.76,12.08,78.36,889.85,430.94,1326.91,617.19,651.14,31.98,414.79,1319.39,150.73,117.1,10000,11.24,84.24,16.9,30.71,9.93,0.86,17.68,30.32,15.09,537.69,99.91,56.55,65.85,13.76,2.73,25,49.01,17.15,56.18,21.06,26.33,125.78,1436.87,187.43,36.23,59.49,35.17,5.62,1188.03,39.33,122.97,66.11,10.75,101.52,59.03,16.15,32.23,21.72,33.04,64.43,93.54,26.01,577,370.9,321.35,75.5,114.78,34.66,119,195.68,38.65,5.8,43.73,61.64,187.1,138.34,179.28,58,397.91,176.13,66.89,85.56,277.64,76.17,400.16,833.38,25.1,46.78,46.78,17.81,19.85,638.51,51.47,291.59,7.79,272.35,863.68,0,148,0,28.1,98.07,4,996.48,592.9
"2018-01-18 06:15",56.73,331.29,179.15,22.12,34.5,34.63,23.77,122.57,63.56,24.82,2,52.86,31,34.34,40.74,38.63,562.26,638.19,61.97,107,130.87,178.15,168.77,671.16,118.67,24.4,303.39,54.63,776.63,1037.66,0.1,230.22,167.29,10.98,325.55,104.95,13.33,88.98,898.91,429.72,1323.28,611.17,669.13,36.24,405.92,1326.28,151.66,116.59,10000,11.29,84.14,28.96,27.06,10.06,1.32,17.51,25.63,15.7,542.47,99.32,54.42,68.26,13.96,2.73,25,49.64,17.13,58.77,20.46,26.6,125.52,1450.16,181.78,36.22,63.38,38.28,5.95,1131.85,39.35,121.98,64.48,9.89,99.39,57.5,16.09,31.94,22.08,33.08,66.69,99.88,26.83,557.86,362.61,307.79,77.4,113.79,35.3,114,194.21,37.79,5.8,43.67,62.91,186.23,142.27,177.27,59,397.05,174.54,67.47,82.79,279.69,75.3,403.7,824.88,25.21,45.52,45.52,18.61,19.64,631.79,51.51,295.06,7.77,270.79,857.34,0,147,0,22.84,100.27,6,1065.32,595.94
"2018-01-18 06:30",55.68,318.34,180.12,21.36,34.78,34.62,23.7,118.7,63.85,21.28,2,54.34,30,34.06,43.43,38.48,557.24,633.51,62.12,106.61,126.76,186.1,176.83,676.27,113.83,23.99,308.08,55,763.89,1047.23,0.09,238.47,175.25,14.32,328.35,109.69,15.11,79.52,904.42,434.52,1326.5,618.03,642.11,32.77,393.64,1321.74,135.15,118.43,10000,11.48,82.72,30.47,26.93,9.87,2.42,17.79,28.56,15.26,544.8,98.84,52.72,66.27,13.67,2.73,25,49.53,16.63,61.06,20.72,26.53,125.22,1446,187.88,36.22,59.56,38.71,5.97,1187.4,40.67,121.67,62.27,10.95,91.67,54.71,16.05,32.29,22.37,33.48,64.27,97.03,26.85,542.81,359.46,308.32,73.9,124.02,36.87,115,193.52,36.92,5.9,44.63,61.41,185.2,135.63,183.23,58,414.13,164.8,68.12,87.39,280.67,75.27,406.26,828.44,24.89,45.2,45.2,18.71,19.69,639.08,51.83,291.79,8.06,271.32,876.12,0,139,0,27.09,103.23,4,1234.72,593.98
"2018-01-18 06:45",56.6,322.73,182.83,21.24,34.4,35.38,23.02,116.33,63.51,24.5,2,53.34,30,31.67,40.91,38.44,545.12,634.31,63.84,107.29,122.4,179.29,177.85,681.95,119.45,24.02,303.14,53.11,756.01,1042.67,0.09,228.43,185.46,15.51,327.88,110.94,12.94,87.8,890.13,431.48,1343.08,620.48,621.11,30.13,385,1322.46,130.81,115.16,10000,11.27,84.65,30.53,27.72,9.88,2.79,17.56,32.52,15.03,534.17,98.75,53.14,64.98,13.63,2.73,25,48.46,16.66,58.48,21.36,26.5,127.54,1430.78,199.43,36.24,61.19,37.8,5.94,1113.52,40.7,121.82,70.17,10.34,89.13,57.34,16.29,32.77,21.97,33.14,61.86,96.99,26.26,561.53,357.98,319.82,78.52,126.68,34.86,114,192.76,38.76,8.5,44.53,59.63,185.4,143.45,185.33,62,394.16,169.7,67.4,83.37,280.64,75.68,404.12,831.54,24.91,45.32,45.32,18.16,20.3,643.76,54.49,294.47,7.82,270.82,867.3,0,139,0,32,103.33,4,1245.68,587.6
"2018-01-18 07:00",55.16,327.27,183.75,21.17,34.28,34.79,23.31,117.47,62.73,21.51,2,51.27,29,32.5,42.73,38.73,561.09,637.85,63.68,108.18,123.46,181.24,166.62,668.65,121.03,24.01,306.48,56.41,770.94,1022.8,0.1,219.44,172.91,20.98,328.13,111.38,15.22,82.16,903.53,435.98,1329.47,624.54,610.11,30.98,386,1326.66,130.62,115.4,10000,11.25,85.97,30.44,34.1,9.98,3,17.71,24.4,15.56,543.84,99.35,53.79,64.14,13.72,2.73,25,47.69,17.37,58.49,22.22,25.59,126.19,1439.89,201.67,36.28,60.18,35.72,5.89,903.4,41.83,121.52,66.47,11.2,91.71,57.6,16.35,34.43,22.15,33.37,59.99,96.49,29.12,545.9,358.21,308.09,77.25,125.81,34.67,119,192.82,36.81,5.9,48.4,58.54,184.92,132.38,180.92,46,377.82,168.52,66.76,85.76,279.62,75.75,408.38,833.49,25.51,45.38,45.38,18.37,20.45,639.41,51.14,293.58,7.8,271.09,862.31,0,140,0,26.27,103.58,4,1293.9,591.97
"2018-01-18 07:15",58.16,320.45,182.94,21.09,34.19,34.75,24.1,119.89,63.34,23.99,2,50.75,31,33.34,41.81,41.14,558.44,632.58,63.57,106.86,122.09,181.24,171.97,671.21,124.79,24.03,309.56,54.79,768.21,1047.74,0.09,224.13,165.62,19.86,333.11,172.56,24.89,91.48,929.83,428.43,1347.06,627.85,629.09,37.42,401.26,1339.4,131.62,156,10000,12.47,84.33,30.43,56.09,9.47,2.29,17.25,27.1,15.27,551.06,99.3,55.04,65.08,15.18,2.72,25,48.12,16.64,59.13,21.23,26.17,126.83,1433.81,198.28,36.26,63.17,38.14,5.92,961.5,42.52,121.61,63.56,9.97,91.18,57.5,15.9,34.68,21.76,33.26,64.91,107.53,27.76,539.29,359.07,310.59,73.61,126.71,35,119,192.44,36.85,5.9,56.33,58.93,183.07,131.55,182.53,54,384.56,170.45,67.7,82.78,279.85,76.21,408.3,830.5,25.32,45.44,45.44,18.1,19.36,638.6,51.42,295.14,7.95,273.59,866.49,0,147,0,27.17,104.88,6,1301.24,596.41
"2018-01-18 07:30",56.27,335.44,181.88,21.56,34.21,34.83,24.05,119.89,66.88,22.34,2,52.52,32,33.85,41.1,40.82,549.43,637.66,65.09,107.16,122.26,176.67,179.38,686.69,117.87,24.41,315.18,56.87,778.89,1034.86,0.09,233.85,182.72,14.97,325.98,196.68,27.17,94.1,927.3,431.81,1339.12,674.25,628.08,31.21,405.47,1328.48,133.23,153.57,10000,11.31,84.87,30.48,53.58,9.88,2.26,17.95,22.93,15.63,537.78,103.73,55.73,63.13,14.34,2.71,25,47.36,16.83,58.54,21.11,25.48,125.67,1423.41,190.4,36.28,59.36,38.66,6.15,914.42,41.16,121.73,64.54,10.7,96.72,57.23,15.96,37.74,21.98,32.51,63.98,113.54,28.28,554.21,359.92,320.62,77.35,125.03,38.74,120,189.97,39.39,6,48.55,59.39,185.22,129.81,181.96,48,407,167.13,66.72,87.01,281.67,76.29,407.49,833.86,24.9,45.35,45.35,18.42,19.45,666.27,51.56,293.9,7.76,272.62,863.65,0,143,0,54.83,105.04,4,1355.63,596.57
"2018-01-18 07:45",57.11,321.53,187.62,21.01,34.18,35.42,24.44,120.52,64.03,23.1,2,52.91,30,33.97,43.18,40.71,560.16,637.81,61.64,108.57,121.12,184.85,169.19,670.91,117.26,23.95,307.53,49.47,776.07,1055.89,0.09,225.24,172.72,16.72,333.64,200.48,28.4,92.79,932.99,433.27,1347.7,673.94,673.94,30.85,403.17,1328.22,133.38,142.83,10000,11.71,84.28,30.34,54.59,9.44,1.91,16.89,27.37,15.04,549.19,102.58,52.95,64.28,13.76,2.7,25,48.57,16.55,58.87,20.82,26.55,125.09,1431.34,188.74,36.17,62.46,36.58,6.06,975.74,41.1,121.63,62.7,10.79,94.66,57.93,16,37.2,21.77,33.62,56.13,118.63,29.6,578.48,368.99,308.84,75.07,123.15,37.41,120,195.06,39.54,7.2,43.86,60.72,185.49,126.43,184.01,54,384.56,170.15,66.27,83.56,280.13,75.98,406.86,828.03,24.84,46.05,46.05,18.56,19.31,672.27,50.56,295.16,8.21,270.84,858.72,0,142,0,60.46,105.4,4,1327.52,591.28
